adcode,name
632600,果洛藏族自治州
540235,聂拉木县
150581,霍林郭勒市
320115,江宁区
440400,珠海市
652825,且末县
430921,南县
120102,河东区
340103,庐阳区
130525,隆尧县
451030,西林县
430406,雁峰区
370686,栖霞市
350402,梅列区
450100,南宁市
441900,东莞市
445300,云浮市
450500,北海市
440113,番禺区
210502,平山区
430900,益阳市
350305,秀屿区
231124,孙吴县
820001,花地瑪堂區
654225,裕民县
361125,横峰县
632823,天峻县
331102,莲都区
340222,繁昌县
350105,马尾区
350181,福清市
440802,赤坎区
440981,高州市
230822,桦南县
140426,黎城县
610629,洛川县
540232,仲巴县
510107,武侯区
440204,浈江区
420525,远安县
341202,颍州区
231024,东宁县
231084,宁安市
341821,郎溪县
120200,天津市郊县
440105,海珠区
130635,蠡县
140581,高平市
620700,张掖市
370685,招远市
610602,宝塔区
511525,高县
441600,河源市
320611,港闸区
440115,南沙区
130406,峰峰矿区
450312,临桂区
140108,尖草坪区
141026,安泽县
610114,阎良区
610600,延安市
620924,阿克塞哈萨克族自治县
140181,古交市
320623,如东县
510304,大安区
410205,禹王台区
150785,根河市
511827,宝兴县
532823,勐腊县
140227,大同县
520628,松桃苗族自治县
450323,灵川县
611002,商州区
320682,如皋市
230202,龙沙区
140105,小店区
230203,建华区
530523,龙陵县
621025,正宁县
321012,江都区
810011,屯門區
431021,桂阳县
431225,会同县
640424,泾源县
530426,峨山彝族自治县
530129,寻甸回族彝族自治县
810004,南區
140429,武乡县
810012,元朗區
360102,东湖区
810010,荃灣區
130502,桥东区
654202,乌苏市
420583,枝江市
810016,沙田區
360103,西湖区
622927,积石山保安族东乡族撒拉族自治县
361024,崇仁县
130903,运河区
371524,东阿县
230804,前进区
410102,中原区
450722,浦北县
130926,肃宁县
360482,共青城市
341125,定远县
500230,丰都县
330281,余姚市
441402,梅江区
140425,平顺县
130928,吴桥县
130925,盐山县
220523,辉南县
810002,灣仔區
130930,孟村回族自治县
440983,信宜市
231005,西安区
431023,永兴县
440608,高明区
542428,班戈县
371700,菏泽市
440600,佛山市
361021,南城县
220600,白山市
341524,金寨县
469027,乐东黎族自治县
341181,天长市
621002,西峰区
632802,德令哈市
632822,都兰县
511903,恩阳区
511923,平昌县
310101,黄浦区
430811,武陵源区
140311,郊区
513432,喜德县
331123,遂昌县
530103,盘龙区
440881,廉江市
130527,南和县
210321,台安县
450703,钦北区
120116,滨海新区
511802,雨城区
131023,永清县
350800,龙岩市
220524,柳河县
450700,钦州市
350881,漳平市
350521,惠安县
350823,上杭县
620922,瓜州县
350623,漳浦县
350421,明溪县
440785,恩平市
350803,永定区
511803,名山区
371424,临邑县
130404,复兴区
532623,西畴县
350783,建瓯市
441202,端州区
440784,鹤山市
542200,山南地区
131100,衡水市
410721,新乡县
130600,保定市
411423,宁陵县
210504,明山区
500242,酉阳土家族苗族自治县
640502,沙坡头区
532922,漾濞彝族自治县
141126,石楼县
341721,东至县
511524,长宁县
632801,格尔木市
540233,亚东县
130110,鹿泉区
410221,杞县
410222,通许县
500233,忠县
110101,东城区
341802,宣州区
820004,大堂區
411403,睢阳区
632624,达日县
371322,郯城县
510683,绵竹市
632821,乌兰县
350926,柘荣县
350923,屏南县
511500,宜宾市
341621,涡阳县
411424,柘城县
610725,勉县
371426,平原县
152223,扎赉特旗
211324,喀喇沁左翼蒙古族自治县
230904,茄子河区
411422,睢县
430682,临湘市
230622,肇源县
500243,彭水苗族土家族自治县
530925,双江拉祜族佤族布朗族傣族自治县
371329,临沭县
370681,龙口市
610829,吴堡县
513429,布拖县
430626,平江县
632321,同仁县
632524,兴海县
370613,莱山区
130682,定州市
540102,城关区
440507,龙湖区
211221,铁岭县
520201,钟山区
623000,甘南藏族自治州
532527,泸西县
532530,金平苗族瑶族傣族自治县
621000,庆阳市
520115,观山湖区
640106,金凤区
522301,兴义市
330211,镇海区
370829,嘉祥县
370831,泗水县
440403,斗门区
513223,茂县
450305,七星区
430522,新邵县
451123,富川瑶族自治县
429021,神农架林区
632323,泽库县
411000,许昌市
450681,东兴市
130531,广宗县
441423,丰顺县
532525,石屏县
330225,象山县
610202,王益区
340602,杜集区
230805,东风区
441882,连州市
211281,调兵山市
330802,柯城区
510132,新津县
350103,台江区
542430,尼玛县
632522,同德县
430203,芦淞区
370883,邹城市
230716,上甘岭区
510122,双流县
141002,尧都区
320802,清河区
632521,共和县
632322,尖扎县
220582,集安市
532504,弥勒市
511124,井研县
532531,绿春县
820005,風順堂區
542400,那曲地区
330206,北仑区
232701,加格达奇区
410212,祥符区
220881,洮南市
341022,休宁县
330824,开化县
430500,邵阳市
211224,昌图县
410322,孟津县
411202,湖滨区
330822,常山县
532329,武定县
451221,南丹县
131081,霸州市
430481,耒阳市
130000,河北省
430421,衡阳县
350122,连江县
340523,和县
340506,博望区
411625,郸城县
421223,崇阳县
220303,铁东区
652826,焉耆回族自治县
411681,项城市
340522,含山县
350721,顺昌县
141123,兴县
542227,措美县
130224,滦南县
130300,秦皇岛市
433122,泸溪县
211223,西丰县
130700,张家口市
330522,长兴县
421023,监利县
610627,甘泉县
532326,大姚县
430103,天心区
230307,麻山区
340321,怀远县
340323,固镇县
652700,博尔塔拉蒙古自治州
653100,喀什地区
410404,石龙区
511024,威远县
652900,阿克苏地区
422828,鹤峰县
230523,宝清县
230100,哈尔滨市
141125,柳林县
530402,红塔区
370481,滕州市
420683,枣阳市
210505,南芬区
450481,岑溪市
141102,离石区
510725,梓潼县
220204,船营区
320830,盱眙县
540124,曲水县
510923,大英县
510802,利州区
130104,桥西区
513434,越西县
510921,蓬溪县
511123,犍为县
450922,陆川县
450221,柳江县
450802,港北区
450821,平南县
540123,尼木县
430200,株洲市
371312,河东区
511133,马边彝族自治县
320923,阜宁县
130431,鸡泽县
431226,麻阳苗族自治县
451281,宜州市
511132,峨边彝族自治县
511423,洪雅县
511323,蓬安县
451223,凤山县
451228,都安瑶族自治县
511181,峨眉山市
511425,青神县
511325,西充县
511702,通川区
511322,营山县
511722,宣汉县
511725,渠县
450325,兴安县
511922,南江县
513323,丹巴县
371482,禹城市
430304,岳塘区
513436,美姑县
513221,汶川县
513224,松潘县
350403,三元区
450107,西乡塘区
513222,理县
513225,九寨沟县
513333,色达县
652829,博湖县
150900,乌兰察布市
513233,红原县
469026,昌江黎族自治县
430524,隆回县
430528,新宁县
510781,江油市
513337,稻城县
211100,盘锦市
610900,安康市
632800,海西蒙古族藏族自治州
110100,北京市市辖区
659003,图木舒克市
340400,淮南市
141023,襄汾县
140212,新荣区
511681,华蓥市
659002,阿拉尔市
469025,白沙黎族自治县
630100,西宁市
469028,陵水黎族自治县
445100,潮州市
610300,宝鸡市
610500,渭南市
230400,鹤岗市
450502,海城区
140930,河曲县
140826,绛县
230722,嘉荫县
410803,中站区
431026,汝城县
420527,秭归县
440705,新会区
130703,桥西区
440118,增城区
130503,桥西区
140824,稷山县
421221,嘉鱼县
421222,通城县
522623,施秉县
340203,弋江区
320102,玄武区
320404,钟楼区
341182,明光市
341103,南谯区
371103,岚山区
230231,拜泉县
230605,红岗区
341102,琅琊区
520329,余庆县
230227,富裕县
440607,三水区
341122,来安县
341124,全椒县
230303,恒山区
441502,城区
341126,凤阳县
230102,道里区
341503,裕安区
469007,东方市
140624,怀仁县
231181,北安市
320803,淮安区
431230,通道侗族自治县
420822,沙洋县
441781,阳春市
431223,辰溪县
421087,松滋市
440404,金湾区
500153,荣昌区
150102,新城区
522631,黎平县
330182,建德市
441521,海丰县
441226,德庆县
610621,延长县
540234,吉隆县
623027,夏河县
350111,晋安区
140110,晋源区
350428,将乐县
431126,宁远县
431127,蓝山县
431128,新田县
440904,电白区
440704,江海区
140107,杏花岭区
230204,铁锋区
230230,克东县
320722,东海县
410711,牧野区
140106,迎泽区
350425,大田县
361023,南丰县
370702,潍城区
511825,天全县
230223,依安县
230221,龙江县
361030,广昌县
440103,荔湾区
532929,云龙县
340202,镜湖区
610125,户县
620321,永昌县
230715,红星区
331023,天台县
520621,江口县
370322,高青县
610721,南郑县
371726,鄄城县
611021,洛南县
410823,武陟县
653126,叶城县
410726,延津县
640104,兴庆区
520623,石阡县
430621,岳阳县
410724,获嘉县
460100,海口市
460105,秀英区
310114,嘉定区
330109,萧山区
533323,福贡县
320000,江苏省
410825,温县
410103,二七区
210727,义县
340304,禹会区
411104,召陵区
421224,通山县
360735,石城县
360925,靖安县
220102,南关区
441581,陆丰市
130109,藁城区
542224,桑日县
320281,江阴市
542221,乃东县
140522,阳城县
230104,道外区
542223,贡嘎县
540425,察隅县
410926,范县
330303,龙湾区
360723,大余县
542226,曲松县
542229,加查县
410883,孟州市
220202,昌邑区
410306,吉利区
330204,江东区
410502,文峰区
330203,海曙区
230826,桦川县
210602,元宝区
542222,扎囊县
140423,襄垣县
431228,芷江侗族自治县
511424,丹棱县
433126,古丈县
411102,源汇区
511602,广安区
511623,邻水县
511724,大竹县
150902,集宁区
370786,昌邑市
421121,团风县
210603,振兴区
450804,覃塘区
340603,相山区
350524,安溪县
341722,石台县
511502,翠屏区
150207,九原区
150303,海南区
440803,霞山区
430111,雨花区
820002,花王堂區
110111,房山区
653129,伽师县
610821,神木县
140721,榆社县
510727,平武县
654025,新源县
130607,满城区
430105,开福区
340604,烈山区
430702,武陵区
520123,修文县
371727,定陶县
410425,郏县
371602,滨城区
410902,华龙区
511822,荥经县
511304,嘉陵区
511403,彭山区
430382,韶山市
420703,华容区
420704,鄂城区
410305,涧西区
152501,二连浩特市
320703,连云区
120105,河北区
210804,鲅鱼圈区
430302,雨湖区
620105,安宁区
410927,台前县
410203,顺河回族区
210902,海州区
371521,阳谷县
411103,郾城区
320204,北塘区
810009,觀塘區
320203,南长区
411281,义马市
140723,和顺县
211403,龙港区
140722,左权县
110000,北京市
610112,未央区
140225,浑源县
230402,向阳区
511111,沙湾区
654028,尼勒克县
511113,金口河区
630105,城北区
621200,陇南市
130203,路北区
431322,新化县
520102,南明区
520121,开阳县
222405,龙井市
360300,萍乡市
360100,南昌市
520103,云岩区
652800,巴音郭楞蒙古自治州
520524,织金县
520122,息烽县
410603,山城区
430502,双清区
610800,榆林市
450321,阳朔县
451322,象州县
130427,磁县
420104,硚口区
820008,聖方濟各堂區
340102,瑶海区
340111,包河区
430511,北塔区
341002,屯溪区
421002,沙市区
410505,殷都区
230709,金山屯区
230623,林甸县
411481,永城市
650204,白碱滩区
500151,铜梁区
440703,蓬江区
440111,白云区
512021,安岳县
230708,美溪区
410602,鹤山区
230710,五营区
650421,鄯善县
469029,保亭黎族苗族自治县
500238,巫溪县
340721,铜陵县
533325,兰坪白族普米族自治县
360700,赣州市
230713,带岭区
141082,霍州市
450503,银海区
433130,龙山县
511527,筠连县
630104,城西区
441821,佛冈县
130728,怀安县
410381,偃师市
330825,龙游县
331126,庆元县
421202,咸安区
433125,保靖县
231121,嫩江县
433123,凤凰县
330803,衢江区
620600,武威市
370800,济宁市
370211,黄岛区
370703,寒亭区
610303,金台区
610582,华阴市
540330,边坝县
430902,资阳区
430981,沅江市
522729,长顺县
371603,沾化区
370202,市南区
370213,李沧区
610826,绥德县
370305,临淄区
370285,莱西市
210102,和平区
370214,城阳区
370203,市北区
370200,青岛市
542527,措勤县
450512,铁山港区
652925,新和县
433127,永顺县
370282,即墨市
130723,康保县
371600,滨州市
623001,合作市
130922,青县
130204,古冶区
623026,碌曲县
620302,金川区
371623,无棣县
210124,法库县
140421,长治县
445200,揭阳市
650422,托克逊县
650400,吐鲁番市
440900,茂名市
140321,平定县
610730,佛坪县
611022,丹凤县
140427,壶关县
140203,矿区
120103,河西区
210111,苏家屯区
420505,猇亭区
220382,双辽市
450602,港口区
331022,三门县
331024,仙居县
331003,黄岩区
140424,屯留县
320612,通州区
511321,南部县
320100,南京市
654326,吉木乃县
440811,麻章区
532822,勐海县
371326,平邑县
360426,德安县
371328,蒙阴县
140428,长子县
320724,灌南县
321282,靖江市
231081,绥芬河市
231004,爱民区
140431,沁源县
320200,无锡市
130125,行唐县
120113,北辰区
320600,南通市
321000,扬州市
210811,老边区
222404,珲春市
451302,兴宾区
350626,东山县
120115,宝坻区
513422,木里藏族自治县
653101,喀什市
441625,东源县
441622,龙川县
430124,宁乡县
653123,英吉沙县
411426,夏邑县
653226,于田县
510525,古蔺县
430121,长沙县
450226,三江侗族自治县
410725,原阳县
140430,沁县
440604,禅城区
513428,普格县
430703,鼎城区
150302,海勃湾区
430726,石门县
310106,静安区
430922,桃江县
430723,澧县
653022,阿克陶县
652222,巴里坤哈萨克自治县
150502,科尔沁区
371402,德城区
510821,旺苍县
620111,红古区
320300,徐州市
513427,宁南县
513401,西昌市
371625,博兴县
440281,乐昌市
430923,安化县
652200,哈密地区
511826,芦山县
321202,海陵区
330103,下城区
210302,铁东区
130532,平乡县
410802,解放区
130107,井陉矿区
430521,邵东县
410204,鼓楼区
140802,盐湖区
410928,濮阳县
230704,友好区
820003,望德堂區
230108,平房区
653121,疏附县
542429,巴青县
130129,赞皇县
451400,崇左市
623025,玛曲县
220122,农安县
220113,九台区
150822,磴口县
150825,乌拉特后旗
371525,冠县
131102,桃城区
410781,卫辉市
542426,申扎县
130921,沧县
150123,和林格尔县
331124,松阳县
371626,邹平县
130705,宣化区
150105,赛罕区
371621,惠民县
370303,张店区
131122,武邑县
131121,枣强县
621026,宁县
430281,醴陵市
810007,九龍城區
131123,武强县
131124,饶阳县
410704,凤泉区
540228,白朗县
131125,安平县
650202,独山子区
130533,威县
450202,城中区
130626,定兴县
610425,礼泉县
610422,三原县
220421,东丰县
210212,旅顺口区
450200,柳州市
530102,五华区
410105,金水区
210211,甘井子区
530125,宜良县
530112,西山区
530113,东川区
410922,清丰县
410324,栾川县
410600,鹤壁市
450222,柳城县
360481,瑞昌市
320582,张家港市
542225,琼结县
530622,巧家县
440104,越秀区
530624,大关县
533103,芒市
130724,沽源县
440112,黄埔区
131003,广阳区
410326,汝阳县
230705,西林区
533124,陇川县
320402,天宁区
320411,新北区
540321,江达县
530114,呈贡区
411722,上蔡县
540423,墨脱县
410225,兰考县
440882,雷州市
230111,呼兰区
620622,古浪县
610102,新城区
440117,从化区
420106,武昌区
652901,阿克苏市
431200,怀化市
140603,平鲁区
140821,临猗县
430800,张家界市
431100,永州市
431300,娄底市
431000,郴州市
431025,临武县
431081,资兴市
652324,玛纳斯县
441322,博罗县
441300,惠州市
330106,西湖区
320324,睢宁县
430623,华容县
321204,姜堰区
540300,昌都市
320706,海州区
140202,城区
411521,罗山县
411081,禹州市
640302,利通区
370306,周村区
350724,松溪县
360825,永丰县
220622,靖宇县
230600,大庆市
610624,安塞县
411525,固始县
450721,灵山县
320118,高淳区
110113,顺义区
341623,利辛县
220203,龙潭区
231200,绥化市
341723,青阳县
130924,海兴县
622923,永靖县
320707,赣榆区
361002,临川区
130702,桥东区
230229,克山县
330903,普陀区
320116,六合区
130209,曹妃甸区
419001,济源市
340124,庐江县
510522,合江县
370921,宁阳县
370983,肥城市
445102,湘桥区
130902,新华区
511011,东兴区
410104,管城回族区
510703,涪城区
420529,五峰土家族自治县
350781,邵武市
441523,陆河县
350702,延平区
210624,宽甸满族自治县
371002,环翠区
433101,吉首市
513332,石渠县
441427,蕉岭县
533401,香格里拉市
532923,祥云县
542526,改则县
532601,文山市
371300,临沂市
522601,凯里市
130602,竞秀区
370826,微山县
210904,太平区
632223,海晏县
370600,烟台市
150204,青山区
440512,濠江区
340405,八公山区
421083,洪湖市
341881,宁国市
421022,公安县
420111,洪山区
420105,汉阳区
320202,崇安区
130128,深泽县
652701,博乐市
610103,碑林区
320117,溧水区
810000,香港特別行政區
131182,深州市
621125,漳县
621126,岷县
210114,于洪区
422827,来凤县
220103,宽城区
150925,凉城县
230900,七台河市
620523,甘谷县
620503,麦积区
430112,望城区
222402,图们市
140823,闻喜县
610222,宜君县
360202,昌江区
540325,察雅县
530723,华坪县
532926,南涧彝族自治县
140825,新绛县
350300,莆田市
140602,朔城区
141121,文水县
522702,福泉市
130623,涞水县
430781,津市市
330922,嵊泗县
632724,治多县
130606,莲池区
441800,清远市
130524,柏乡县
141027,浮山县
141033,蒲县
440222,始兴县
340803,大观区
222426,安图县
410403,卫东区
420102,江岸区
451000,百色市
810014,大埔區
350725,政和县
542425,安多县
420114,蔡甸区
420204,下陆区
350603,龙文区
230702,伊春区
350622,云霄县
230707,新青区
350802,新罗区
350824,武平县
445103,潮安区
630102,城东区
540126,达孜县
610802,榆阳区
220681,临江市
610823,横山县
230604,让胡路区
210803,西市区
500103,渝中区
650205,乌尔禾区
220581,梅河口市
410202,龙亭区
340207,鸠江区
513325,雅江县
652926,拜城县
360900,宜春市
652929,柯坪县
450900,玉林市
450881,桂平市
371500,聊城市
431321,双峰县
370281,胶州市
451200,河池市
310110,杨浦区
220302,铁西区
620524,武山县
520424,关岭布依族苗族自治县
440106,天河区
350102,鼓楼区
441204,高要区
230208,梅里斯达斡尔族区
130923,东光县
320106,鼓楼区
320400,常州市
441302,惠城区
320481,溧阳市
440282,南雄市
210323,岫岩满族自治县
622901,临夏市
210381,海城市
320804,淮阴区
820007,路氹填海區
130207,丰南区
131082,三河市
330902,定海区
542524,日土县
420502,西陵区
522325,贞丰县
520221,水城县
522327,册亨县
620982,敦煌市
522622,黄平县
530381,宣威市
532800,西双版纳傣族自治州
810003,東區
530828,澜沧拉祜族自治县
530924,镇康县
341023,黟县
150624,鄂托克旗
532322,双柏县
530325,富源县
530302,麒麟区
510115,温江区
510129,大邑县
510182,彭州市
210800,营口市
211002,白塔区
510321,荣县
510623,中江县
510100,成都市
510922,射洪县
640105,西夏区
640121,永宁县
421081,石首市
510104,锦江区
510181,都江堰市
510183,邛崃市
510131,蒲江县
510124,郫县
420600,襄阳市
530923,永德县
533422,德钦县
530802,思茅区
530628,彝良县
610702,汉台区
621227,徽县
621224,康县
621221,成县
621228,两当县
141128,方山县
430202,荷塘区
440511,金平区
361121,上饶县
361126,弋阳县
410506,龙安区
130432,广平县
610404,渭城区
440515,澄海区
130430,邱县
410482,汝州市
513435,甘洛县
